Data,Time,latitude,longitude,PM1,PM2.5,PM10,SO2,NO2,CO,O3,TEMP.,HUMI.
09-08-2021,20:06:15,25.258963,82.983111,10,12,12,0.002,0.014,20.28,0.056,24.3,57.9
09-08-2021,20:06:18,25.258963,82.983111,10,12,12,0.002,0.014,20.28,0.056,24.3,57.9
09-08-2021,20:06:21,25.258963,82.983111,0,0,0,34.096,0.002,30.85,0.006,24.6,58.3
09-08-2021,20:06:24,25.258963,82.983111,12,15,15,10.282,0.007,27.58,0.008,24.5,58.3
09-08-2021,20:06:27,25.258963,82.983111,12,14,14,0.002,0.013,24,0.008,24.6,58.4
09-08-2021,20:06:30,25.258963,82.983111,17,21,21,0.002,0.016,21.15,0.009,24.6,58.5
09-08-2021,20:06:33,25.258963,82.983111,16,20,26,0.002,0.04,18.2,0.022,24.6,58.3
09-08-2021,20:06:36,25.258963,82.983111,16,19,25,0.002,0.068,18.34,0.051,24.6,58.3
09-08-2021,20:06:39,25.258963,82.983111,15,19,19,0.003,0.062,18.93,0.06,24.5,58.4
09-08-2021,20:06:42,25.258963,82.983111,13,16,16,0.003,0.043,19.03,0.061,24.5,58.4
09-08-2021,20:06:45,25.258963,82.983111,13,17,17,0.003,0.032,18.9,0.061,24.6,58.3
09-08-2021,20:06:48,25.258963,82.983111,13,15,15,0.003,0.023,18.67,0.06,24.6,58.4
09-08-2021,20:06:51,25.258963,82.983111,12,14,14,0.003,0.017,18.56,0.058,24.6,58.5
09-08-2021,20:06:53,25.258963,82.983111,12,14,14,0.002,0.016,18.5,0.058,24.6,58.5
09-08-2021,20:06:57,25.258963,82.983111,12,14,14,0.002,0.016,18.5,0.058,24.6,58.5
09-08-2021,20:07:00,25.258963,82.983111,13,15,15,33.898,0.002,30.01,0.007,24.7,63.8
09-08-2021,20:07:10,25.258963,82.983111,13,15,15,10.107,0.007,24.81,0.008,24.8,63
09-08-2021,20:07:20,25.258963,82.983111,17,22,22,0.002,0.01,20.62,0.008,24.7,62
09-08-2021,20:07:30,25.258963,82.983111,16,22,22,0.002,0.012,15.67,0.008,24.7,61.5
09-08-2021,20:07:45,25.258963,82.983111,17,22,22,0.002,0.029,11.53,0.02,24.8,61.2
09-08-2021,20:07:58,25.258963,82.983111,15,20,20,0.002,0.044,11.11,0.048,24.6,60.3
09-08-2021,20:08:15,25.258963,82.983111,15,18,18,0.003,0.034,11.45,0.057,24.5,59.8
09-08-2021,20:08:30,25.258963,82.983111,15,18,18,0.002,0.018,11.44,0.057,24.3,59.3
09-08-2021,20:08:45,25.258963,82.983111,15,18,18,0.002,0.012,11.34,0.056,24.4,59.7
09-08-2021,20:08:58,25.258963,82.983111,14,17,17,0.003,0.011,11.22,0.055,24.3,59.6
09-08-2021,20:09:16,25.258963,82.983111,13,15,15,0.003,0.011,11.11,0.053,24.1,58.7
09-08-2021,20:09:35,25.258963,82.983111,12,14,14,0.003,0.01,11.02,0.053,24,58.8
09-08-2021,20:09:40,25.258963,82.983111,13,15,15,0.003,0.009,10.9,0.053,24.1,59
09-08-2021,20:09:43,25.258963,82.983111,12,13,13,0.002,0.011,10.78,0.053,24.1,60.1
09-08-2021,20:09:46,25.258963,82.983111,12,13,13,0.003,0.014,10.67,0.054,24.1,60.9
09-08-2021,20:09:58,25.258963,82.983111,11,13,13,0.003,0.016,10.55,0.054,24.1,61.7
09-08-2021,20:10:11,25.258963,82.983111,11,13,13,0.003,0.017,10.43,0.055,24.1,62
09-08-2021,20:10:22,25.258858,82.983022,11,13,13,0.003,0.018,10.34,0.056,24.1,61.9
09-08-2021,20:10:25,25.258858,82.983022,10,12,12,0.003,0.018,10.22,0.057,24.1,61.6
09-08-2021,20:10:28,25.258858,82.983022,10,12,12,0.003,0.016,10.11,0.058,24,60.8
09-08-2021,20:10:30,25.258865,82.982996,10,12,12,0.002,0.016,10,0.058,24,60.7
09-08-2021,20:10:33,25.258865,82.982996,10,12,12,0.003,0.016,9.89,0.057,24,60.5
09-08-2021,20:10:36,25.258865,82.982996,10,12,12,0.002,0.016,9.89,0.057,24,61.6
09-08-2021,20:10:39,25.258887,82.982996,9,11,11,0.002,0.015,9.79,0.057,24,61.6
09-08-2021,20:10:42,25.258887,82.982996,9,11,11,0.002,0.014,9.7,0.057,24,61.3
09-08-2021,20:10:46,25.258887,82.982996,9,11,11,0.002,0.014,9.61,0.057,23.9,60.6
09-08-2021,20:10:49,25.258887,82.982996,9,11,11,0.002,0.014,9.51,0.057,23.9,60.7
09-08-2021,20:10:52,25.258849,82.982971,9,11,11,0.003,0.017,9.43,0.056,23.9,61.4
09-08-2021,20:10:55,25.258849,82.982971,9,11,11,0.002,0.017,9.32,0.056,23.9,61.9
09-08-2021,20:10:58,25.258849,82.982971,10,12,12,0.003,0.016,9.22,0.056,23.9,62.5
09-08-2021,20:11:01,25.258849,82.982983,10,12,12,0.003,0.016,9.12,0.056,23.9,62.4
09-08-2021,20:11:04,25.258849,82.982983,10,12,12,0.002,0.015,9.04,0.056,23.9,62.3
09-08-2021,20:11:07,25.258849,82.982983,10,11,11,0.003,0.015,8.94,0.056,23.9,62.2
09-08-2021,20:11:10,25.258849,82.982983,9,11,11,0.002,0.014,8.85,0.056,23.9,62.4
09-08-2021,20:11:13,25.258849,82.982983,10,12,12,0.003,0.014,8.77,0.055,23.9,62.5
09-08-2021,20:11:15,25.258849,82.982983,10,12,12,0.003,0.014,8.68,0.055,23.7,61.4
09-08-2021,20:11:18,25.258849,82.982983,10,12,12,0.003,0.015,8.59,0.055,23.6,60.5
09-08-2021,20:11:21,25.258849,82.982983,10,12,12,0.003,0.017,8.51,0.055,23.5,60.3
09-08-2021,20:11:24,25.258833,82.983034,10,12,12,0.003,0.016,8.42,0.055,23.4,60.3
09-08-2021,20:11:27,25.258833,82.983034,10,12,12,0.002,0.012,8.34,0.054,23.2,60.6
09-08-2021,20:11:30,25.258849,82.983009,9,11,11,0.003,0.01,8.25,0.053,23.2,60.6
09-08-2021,20:11:33,25.258849,82.983009,9,11,11,0.003,0.01,8.17,0.053,23.1,60.9
09-08-2021,20:11:36,25.258849,82.983009,9,11,11,0.003,0.01,8.08,0.053,23,61.2
09-08-2021,20:11:39,25.258849,82.983009,9,11,11,0.002,0.01,7.99,0.053,23,61.9
09-08-2021,20:11:42,25.258836,82.982983,10,12,12,0.003,0.01,7.91,0.053,23,62.5
09-08-2021,20:11:44,25.258836,82.982983,10,12,12,0.003,0.01,7.82,0.053,22.9,62.6
09-08-2021,20:11:47,25.258836,82.982983,10,12,12,0.003,0.013,7.76,0.053,22.9,62.3
09-08-2021,20:11:51,25.258839,82.982983,10,12,12,0.002,0.014,7.67,0.054,22.9,62.4
09-08-2021,20:11:54,25.258839,82.982983,10,12,12,0.002,0.014,7.59,0.055,22.9,62.6
09-08-2021,20:11:57,25.258839,82.982983,10,12,12,0.003,0.014,7.53,0.055,22.8,62.4
09-08-2021,20:12:00,25.258839,82.982983,10,12,12,0.002,0.013,7.44,0.054,22.9,62.6
09-08-2021,20:12:03,25.258839,82.982983,9,11,11,0.002,0.012,7.36,0.054,22.9,62.8
09-08-2021,20:12:06,25.258839,82.982983,10,12,12,0.002,0.012,7.27,0.054,23,62.9
09-08-2021,20:12:09,25.258839,82.982983,9,11,11,0.003,0.013,7.19,0.054,23.1,63.1
09-08-2021,20:12:12,25.258843,82.982983,9,11,11,0.003,0.015,7.13,0.054,23.1,63.3
09-08-2021,20:12:14,25.258843,82.982983,9,11,11,0.002,0.016,7.05,0.055,23.1,63.3
09-08-2021,20:12:17,25.258843,82.982983,9,11,11,0.003,0.017,6.99,0.055,23.2,63.3
09-08-2021,20:12:20,25.258843,82.982983,10,12,12,0.002,0.019,6.91,0.056,23.2,63.5
09-08-2021,20:12:23,25.258843,82.982983,10,12,12,0.002,0.019,6.84,0.057,23.2,63.7
09-08-2021,20:12:26,25.258843,82.982983,10,12,12,0.002,0.017,6.78,0.057,23.2,63.8
09-08-2021,20:12:29,25.258843,82.982983,11,13,13,0.002,0.016,6.71,0.056,23.3,63.9
09-08-2021,20:12:33,25.258843,82.982996,11,13,13,0.003,0.015,6.65,0.056,23.3,63.8
09-08-2021,20:12:36,25.258843,82.982996,11,13,13,0.002,0.015,6.57,0.056,23.4,63.7
09-08-2021,20:12:39,25.258843,82.982996,10,12,12,0.002,0.015,6.57,0.056,23.4,63.8
09-08-2021,20:12:42,25.258846,82.982996,10,12,12,0.002,0.015,6.52,0.056,23.4,63.8
09-08-2021,20:12:45,25.258846,82.982996,10,12,12,0.003,0.015,6.45,0.056,23.4,64
09-08-2021,20:12:47,25.258846,82.982996,10,12,12,0.002,0.015,6.39,0.056,23.4,64
09-08-2021,20:12:51,25.258843,82.982996,10,12,12,0.003,0.018,6.33,0.056,23.5,63.9
09-08-2021,20:12:54,25.258843,82.982996,11,12,12,0.003,0.021,6.28,0.056,23.5,64
09-08-2021,20:12:57,25.258843,82.982996,11,12,12,0.002,0.023,6.22,0.056,23.5,64.1
09-08-2021,20:13:01,25.258843,82.982996,11,12,12,0.002,0.02,6.15,0.057,23.5,64.1
09-08-2021,20:13:04,25.258836,82.982996,12,13,13,0.002,0.018,6.1,0.057,23.5,64.1
09-08-2021,20:13:07,25.258836,82.982996,11,12,12,0.002,0.016,6.04,0.056,23.5,64
09-08-2021,20:13:10,25.258836,82.982996,11,12,12,0.003,0.015,5.97,0.056,23.5,64.1
09-08-2021,20:13:12,25.258836,82.983009,11,12,12,0.003,0.015,5.91,0.056,23.5,64.1
09-08-2021,20:13:15,25.258836,82.983009,10,12,12,0.003,0.015,5.86,0.056,23.5,64.1
09-08-2021,20:13:18,25.258836,82.983009,10,12,12,0.003,0.015,5.81,0.056,23.6,64.2
09-08-2021,20:13:21,25.258836,82.983009,10,12,12,0.003,0.016,5.77,0.056,23.6,64
09-08-2021,20:13:24,25.25883,82.983009,10,12,12,0.003,0.019,5.71,0.056,23.6,64
09-08-2021,20:13:27,25.25883,82.983009,10,12,12,0.003,0.02,5.66,0.056,23.6,64.1
09-08-2021,20:13:30,25.2588282,82.983009,10,12,12,0.002,0.018,5.61,0.056,23.6,64.1
09-08-2021,20:13:33,25.258827,82.983009,10,12,12,0.002,0.016,5.55,0.056,23.6,64.1
09-08-2021,20:13:36,25.258827,82.983009,11,12,12,0.003,0.015,5.5,0.055,23.6,64.2
09-08-2021,20:13:39,25.258827,82.983009,12,13,13,0.003,0.015,5.44,0.055,23.6,64.1
09-08-2021,20:13:42,25.258827,82.983009,12,13,13,0.003,0.014,5.39,0.055,23.6,63.7
09-08-2021,20:13:45,25.258827,82.983009,12,13,13,0.003,0.014,5.35,0.055,23.6,63.6
09-08-2021,20:13:48,25.258827,82.983009,12,13,13,0.003,0.014,5.3,0.055,23.6,63.2
09-08-2021,20:13:51,25.258827,82.983009,11,13,13,0.002,0.014,5.25,0.056,23.6,63.5
09-08-2021,20:13:54,25.258827,82.983009,11,13,13,0.002,0.015,5.22,0.056,23.6,63.7
09-08-2021,20:13:57,25.258827,82.983009,11,13,13,0.003,0.015,5.17,0.056,23.6,63.5
09-08-2021,20:14:00,25.258827,82.983009,10,12,12,0.003,0.015,5.13,0.056,23.6,63.4
09-08-2021,20:14:02,25.258827,82.983009,10,12,12,0.003,0.015,5.09,0.056,23.6,63.4
09-08-2021,20:14:05,25.258827,82.983009,10,12,12,0.003,0.016,5.05,0.056,23.6,63.2
09-08-2021,20:14:08,25.258827,82.983009,10,12,12,0.003,0.016,5,0.055,23.5,63.1
09-08-2021,20:14:11,25.258833,82.983022,11,12,12,0.003,0.015,4.96,0.055,23.5,63.2
09-08-2021,20:14:14,25.258833,82.983022,11,12,12,0.003,0.015,4.92,0.055,23.6,63.6
09-08-2021,20:14:17,25.258833,82.983022,10,12,12,0.003,0.015,4.87,0.055,23.6,63.7
09-08-2021,20:14:20,25.258833,82.983022,10,12,12,0.002,0.015,4.84,0.055,23.6,63.7
09-08-2021,20:14:24,25.258836,82.983034,10,12,12,0.003,0.016,4.8,0.055,23.6,63.8
09-08-2021,20:14:27,25.258836,82.983034,10,12,12,0.003,0.017,4.76,0.055,23.6,63.8
09-08-2021,20:14:30,25.258836,82.983034,10,12,12,0.003,0.016,4.72,0.055,23.5,63.5
09-08-2021,20:14:33,25.258846,82.983034,10,12,12,0.002,0.015,4.69,0.055,23.5,63.3
09-08-2021,20:14:36,25.258846,82.983034,11,13,13,0.002,0.014,4.64,0.055,23.5,63.5
09-08-2021,20:14:39,25.258846,82.983034,12,13,13,0.003,0.014,4.6,0.055,23.5,63.7
09-08-2021,20:14:42,25.258846,82.983034,12,13,13,0.003,0.014,4.57,0.054,23.5,63.8
09-08-2021,20:14:45,25.258862,82.983022,12,13,13,0.002,0.014,4.57,0.054,23.4,63.7
09-08-2021,20:14:48,25.258862,82.983022,12,13,13,0.003,0.014,4.53,0.054,23.3,63.6
09-08-2021,20:14:50,25.258862,82.983022,12,13,13,0.003,0.014,4.5,0.054,23.3,63.6
09-08-2021,20:14:53,25.258868,82.983022,10,12,12,0.003,0.014,4.47,0.054,23.2,63.6
09-08-2021,20:14:56,25.258868,82.983022,11,12,12,0.003,0.015,4.44,0.054,23.2,63.5
09-08-2021,20:14:59,25.258868,82.983022,12,13,13,0.003,0.015,4.41,0.054,23.3,63.6
09-08-2021,20:15:02,25.258865,82.983022,12,13,13,0.003,0.014,4.38,0.054,23.3,63.8
09-08-2021,20:15:05,25.258865,82.983022,11,12,12,0.003,0.013,4.34,0.054,23.4,64.2
09-08-2021,20:15:08,25.258865,82.983022,11,12,12,0.003,0.013,4.3,0.054,23.4,64.3
09-08-2021,20:15:11,25.258865,82.983022,11,12,12,0.003,0.014,4.27,0.054,23.4,64.3
09-08-2021,20:15:14,25.258862,82.983022,10,12,12,0.003,0.015,4.24,0.054,23.5,64.3
09-08-2021,20:15:17,25.258862,82.983022,10,12,12,0.002,0.015,4.2,0.054,23.5,64.5
09-08-2021,20:15:19,25.258862,82.983022,10,11,11,0.003,0.016,4.18,0.055,23.5,64.6
09-08-2021,20:15:23,25.258862,82.983022,10,11,11,0.002,0.017,4.15,0.055,23.5,64.7
09-08-2021,20:15:26,25.258862,82.983022,9,11,11,0.002,0.018,4.12,0.056,23.6,64.7
09-08-2021,20:15:29,25.258862,82.983022,10,12,12,0.003,0.019,4.09,0.056,23.6,64.8
09-08-2021,20:15:32,25.258862,82.983022,10,12,12,0.002,0.018,4.07,0.056,23.6,65
09-08-2021,20:15:35,25.258862,82.983022,10,12,12,0.002,0.018,4.03,0.056,23.6,65
09-08-2021,20:15:38,25.258862,82.983022,10,12,12,0.002,0.018,4.01,0.056,23.6,65
09-08-2021,20:15:41,25.258862,82.983022,10,12,12,0.003,0.018,3.97,0.056,23.6,65
09-08-2021,20:15:44,25.258862,82.983034,10,12,12,0.003,0.018,3.94,0.056,23.6,65
09-08-2021,20:15:47,25.258862,82.983034,11,13,13,0.002,0.017,3.91,0.057,23.6,64.9
09-08-2021,20:15:49,25.258862,82.983034,12,13,13,0.003,0.016,3.89,0.056,23.4,64.8
09-08-2021,20:15:52,25.258862,82.983034,12,13,13,0.003,0.016,3.87,0.056,23.3,64.7
09-08-2021,20:15:55,25.258862,82.983034,11,13,13,0.003,0.016,3.84,0.055,23.4,65
09-08-2021,20:15:58,25.258862,82.983034,11,13,13,0.002,0.015,3.82,0.055,23.2,64.8
09-08-2021,20:16:01,25.258862,82.983034,11,13,13,0.002,0.015,3.79,0.054,23.3,65
09-08-2021,20:16:04,25.258868,82.983072,10,12,12,0.002,0.015,3.76,0.054,23.3,65.1
09-08-2021,20:16:07,25.258868,82.983072,10,12,12,0.002,0.014,3.74,0.054,23.1,64.4
09-08-2021,20:16:10,25.258868,82.983072,10,12,12,0.003,0.013,3.71,0.054,23,64.2
09-08-2021,20:16:14,25.258976,82.98306,10,12,12,0.003,0.011,3.68,0.053,22.9,64.1
09-08-2021,20:16:17,25.258976,82.98306,10,12,12,0.003,0.009,3.65,0.053,22.7,64.2
09-08-2021,20:16:19,25.258976,82.98306,11,13,13,0.003,0.008,3.63,0.052,22.7,64.4
09-08-2021,20:16:23,25.259326,82.982958,11,13,13,0.002,0.009,3.61,0.052,22.8,64.8
09-08-2021,20:16:26,25.259326,82.982958,11,13,13,0.002,0.011,3.58,0.052,22.8,65
09-08-2021,20:16:29,25.259326,82.982958,12,13,13,0.002,0.013,3.56,0.052,22.9,65
09-08-2021,20:16:32,25.259326,82.982958,12,13,13,0.002,0.016,3.53,0.053,23,65.1
09-08-2021,20:16:35,25.259688,82.982856,12,13,13,0.002,0.017,3.5,0.053,23.1,65.3
09-08-2021,20:16:38,25.259688,82.982856,12,13,13,0.002,0.017,3.47,0.054,23.2,65.3
09-08-2021,20:16:42,25.259688,82.982856,12,14,14,0.003,0.017,3.44,0.055,23,64.9
09-08-2021,20:16:44,25.260044,82.982742,12,13,13,0.003,0.015,3.41,0.055,22.9,64.5
09-08-2021,20:16:47,25.260044,82.982742,12,13,13,0.002,0.013,3.41,0.055,22.9,64.6
09-08-2021,20:16:50,25.260044,82.982742,12,13,13,0.002,0.011,3.39,0.054,22.9,64.5
09-08-2021,20:16:53,25.260044,82.982742,12,13,13,0.002,0.012,3.37,0.054,22.8,64.2
09-08-2021,20:16:56,25.260372,82.982678,12,13,13,0.003,0.012,3.36,0.053,22.8,64.3
09-08-2021,20:16:59,25.260372,82.982678,11,13,13,0.003,0.015,3.33,0.053,22.9,64.4
09-08-2021,20:17:02,25.260372,82.982678,11,13,13,0.003,0.014,3.31,0.053,23,64.5
09-08-2021,20:17:05,25.260712,82.982577,11,13,13,0.002,0.014,3.29,0.053,23.1,64.4
09-08-2021,20:17:08,25.260712,82.982577,11,13,13,0.002,0.014,3.27,0.053,23.1,64.5
09-08-2021,20:17:11,25.260712,82.982577,10,13,13,0.003,0.014,3.24,0.053,23.2,64.6
09-08-2021,20:17:14,25.261084,82.9825,10,13,13,0.003,0.012,3.21,0.053,23.1,64.8
09-08-2021,20:17:17,25.261084,82.9825,10,12,12,0.002,0.012,3.19,0.053,22.9,65.7
09-08-2021,20:17:20,25.261084,82.9825,10,12,12,0.002,0.012,3.17,0.053,22.7,66.6
09-08-2021,20:17:23,25.261084,82.9825,11,13,13,0.003,0.013,3.17,0.054,22.7,68.1
09-08-2021,20:17:26,25.26143,82.982424,12,13,13,0.003,0.018,3.2,0.054,22.7,69.5
09-08-2021,20:17:29,25.26143,82.982424,12,14,14,0.002,0.027,3.23,0.055,22.5,69.8
09-08-2021,20:17:32,25.26143,82.982424,12,14,14,0.002,0.031,3.25,0.057,22.5,70.3
09-08-2021,20:17:34,25.26177,82.98236,12,14,14,0.003,0.031,3.27,0.059,22.5,71.1
09-08-2021,20:17:37,25.26177,82.98236,12,15,15,0.002,0.031,3.27,0.061,22.7,71.2
09-08-2021,20:17:40,25.26177,82.98236,12,15,15,0.002,0.033,3.23,0.062,22.7,71.2
09-08-2021,20:17:43,25.26213,82.982322,12,15,15,0.003,0.033,3.19,0.062,22.5,70.7
09-08-2021,20:17:46,25.26213,82.982322,12,15,15,0.002,0.028,3.14,0.062,22.5,70.1
09-08-2021,20:17:49,25.26213,82.982322,12,14,14,0.003,0.022,3.11,0.061,22.7,69.9
09-08-2021,20:17:52,25.26213,82.982322,12,15,15,0.003,0.019,3.07,0.06,22.8,69.9
09-08-2021,20:17:55,25.262533,82.982309,12,15,15,0.003,0.019,3.04,0.059,22.7,69.8
09-08-2021,20:17:58,25.262533,82.982309,12,15,15,0.002,0.021,3.02,0.059,22.5,70
09-08-2021,20:18:01,25.262533,82.982309,12,15,15,0.003,0.023,3.01,0.059,22.4,70.4
09-08-2021,20:18:05,25.262877,82.982284,12,15,15,0.003,0.023,2.99,0.059,22.5,70.4
09-08-2021,20:18:08,25.262877,82.982284,12,16,16,0.002,0.022,2.98,0.059,22.5,70.8
09-08-2021,20:18:11,25.262877,82.982284,12,15,15,0.003,0.022,2.95,0.06,22.5,71.3
09-08-2021,20:18:14,25.262877,82.982284,12,16,16,0.003,0.023,2.93,0.06,22.6,72.5
09-08-2021,20:18:17,25.26321,82.982246,12,15,15,0.002,0.025,2.9,0.06,22.6,73.1
09-08-2021,20:18:20,25.26321,82.982246,13,17,17,0.003,0.026,2.89,0.061,22.6,73.5
09-08-2021,20:18:23,25.26321,82.982246,15,17,17,0.003,0.027,2.89,0.062,22.6,73.5
09-08-2021,20:18:25,25.26356,82.982233,15,17,17,0.003,0.027,2.91,0.063,22.6,73.7
09-08-2021,20:18:27,25.26356,82.982233,15,17,17,0.003,0.026,2.94,0.064,22.6,74
09-08-2021,20:18:30,25.26356,82.982233,15,18,18,0.002,0.027,2.98,0.064,22.7,74.5
09-08-2021,20:18:34,25.263913,82.982233,15,18,18,0.002,0.029,3.02,0.064,22.7,74.9
09-08-2021,20:18:37,25.263913,82.982233,15,18,18,0.002,0.03,3.06,0.065,22.7,75
09-08-2021,20:18:40,25.263913,82.982233,14,17,17,0.002,0.029,3.08,0.065,22.8,74.9
09-08-2021,20:18:43,25.263913,82.982233,15,18,18,0.003,0.026,3.08,0.065,22.8,74.9
09-08-2021,20:18:46,25.264269,82.982259,15,19,19,0.002,0.025,3.08,0.064,22.8,74.5
09-08-2021,20:18:49,25.264269,82.982259,16,20,20,0.003,0.025,3.06,0.064,22.9,75
09-08-2021,20:18:52,25.264269,82.982259,17,20,20,0.003,0.026,3.06,0.064,22.9,75.2
09-08-2021,20:18:55,25.264628,82.982259,19,23,23,0.002,0.028,3.04,0.064,23,75.5
09-08-2021,20:18:58,25.264628,82.982259,20,24,24,0.002,0.029,3.02,0.064,23,75.7
09-08-2021,20:19:01,25.264628,82.982259,21,26,26,0.003,0.029,3.01,0.065,23.1,76.1
09-08-2021,20:19:04,25.264628,82.982259,22,27,27,0.003,0.03,2.98,0.066,23.1,76.5
09-08-2021,20:19:07,25.26494,82.982309,23,28,28,0.003,0.031,2.96,0.067,23.1,76.7
09-08-2021,20:19:10,25.26494,82.982309,24,29,29,0.003,0.033,2.94,0.068,23.1,77.4
09-08-2021,20:19:13,25.26494,82.982309,24,29,29,0.002,0.033,2.91,0.069,23.2,77.7
09-08-2021,20:19:15,25.26528,82.982386,24,29,29,0.002,0.032,2.89,0.069,23.2,77.7
09-08-2021,20:19:18,25.26528,82.982386,24,29,29,0.002,0.032,2.87,0.069,23.2,77.2
09-08-2021,20:19:21,25.26528,82.982386,23,29,29,0.002,0.03,2.87,0.068,23.2,76.8
09-08-2021,20:19:24,25.265626,82.982398,22,27,27,0.002,0.027,2.9,0.067,23.2,76.8
09-08-2021,20:19:27,25.265626,82.982398,22,26,26,0.002,0.024,2.94,0.066,23.3,76.8
09-08-2021,20:19:30,25.265626,82.982398,22,26,26,0.002,0.025,2.98,0.066,23.3,76.8
09-08-2021,20:19:33,25.265626,82.982398,20,24,24,0.002,0.026,3.03,0.065,23.4,76.6
09-08-2021,20:19:36,25.26597,82.982437,20,24,24,0.003,0.026,3.07,0.065,23.4,76.3
09-08-2021,20:19:39,25.26597,82.982437,19,23,23,0.003,0.025,3.08,0.065,23.4,76.2
09-08-2021,20:19:42,25.26597,82.982437,17,21,21,0.003,0.024,3.07,0.065,23.4,75.8
09-08-2021,20:19:46,25.26637,82.982513,17,21,21,0.003,0.023,3.06,0.064,23.4,75.8
09-08-2021,20:19:49,25.26637,82.982513,18,22,22,0.002,0.022,3.04,0.063,23.4,75.6
09-08-2021,20:19:52,25.26637,82.982513,17,21,21,0.002,0.022,3.03,0.063,23.4,75.6
09-08-2021,20:19:55,25.266723,82.982564,17,20,20,0.002,0.021,3.03,0.063,23.4,75.4
09-08-2021,20:19:58,25.266723,82.982564,17,20,20,0.002,0.021,3.06,0.062,23.3,74.5
09-08-2021,20:20:00,25.266723,82.982564,17,20,20,0.002,0.02,3.09,0.061,23.2,72.9
09-08-2021,20:20:03,25.266723,82.982564,16,19,19,0.002,0.019,3.15,0.06,23,72.1
09-08-2021,20:20:06,25.267098,82.98264,15,19,19,0.002,0.017,3.2,0.059,23,72.2
09-08-2021,20:20:09,25.267098,82.98264,15,19,19,0.003,0.015,3.22,0.057,23,72.1
09-08-2021,20:20:12,25.267098,82.98264,15,19,19,0.003,0.014,3.21,0.056,23,72.2
09-08-2021,20:20:15,25.267442,82.982691,15,19,19,0.003,0.014,3.17,0.056,23.1,72.8
09-08-2021,20:20:19,25.267442,82.982691,16,19,19,0.002,0.016,3.13,0.056,23.1,73.6
09-08-2021,20:20:22,25.267442,82.982691,15,19,19,0.002,0.018,3.07,0.056,23.1,74.1
09-08-2021,20:20:25,25.267442,82.982691,16,19,19,0.003,0.02,3.03,0.057,23.1,74.4
09-08-2021,20:20:28,25.267442,82.982691,16,19,19,0.003,0.021,2.99,0.059,23.1,74.3
09-08-2021,20:20:31,25.267442,82.982691,17,19,19,0.003,0.023,2.97,0.06,23.1,74.2
09-08-2021,20:20:34,25.267442,82.982691,16,19,19,0.002,0.023,2.99,0.06,23.1,74
09-08-2021,20:20:37,25.268154,82.982831,14,17,17,0.002,0.022,3.02,0.061,23.1,72.5
09-08-2021,20:20:40,25.268154,82.982831,14,17,17,0.003,0.021,3.06,0.06,23.1,72.4
09-08-2021,20:20:43,25.268154,82.982831,13,17,17,0.003,0.018,3.1,0.059,22.9,72.3
09-08-2021,20:20:46,25.268491,82.982971,13,17,17,0.002,0.017,3.14,0.058,22.7,72.6
09-08-2021,20:20:49,25.268491,82.982971,13,17,17,0.003,0.017,3.15,0.057,22.8,72.7
09-08-2021,20:20:52,25.268491,82.982971,13,17,17,0.003,0.017,3.15,0.057,22.8,73.2
09-08-2021,20:20:55,25.268491,82.982971,13,16,16,0.003,0.017,3.15,0.057,22.9,73.6
09-08-2021,20:20:58,25.268491,82.982971,14,17,17,0.003,0.018,3.13,0.057,22.8,74.5
09-08-2021,20:21:01,25.268491,82.982971,14,17,17,0.002,0.02,3.09,0.057,23,74.9
09-08-2021,20:21:04,25.268491,82.982971,14,17,17,0.002,0.02,3.06,0.057,22.9,75.2
09-08-2021,20:21:06,25.269142,82.98325,13,16,16,0.003,0.022,3.01,0.058,22.9,75.6
09-08-2021,20:21:09,25.269142,82.98325,13,16,16,0.003,0.023,2.95,0.059,22.8,75.5
09-08-2021,20:21:12,25.269142,82.98325,13,16,16,0.003,0.023,2.9,0.061,22.9,75.3
09-08-2021,20:21:15,25.269142,82.98325,13,15,15,0.002,0.024,2.85,0.061,22.9,75.1
09-08-2021,20:21:18,25.269492,82.983416,13,15,15,0.003,0.023,2.81,0.062,22.7,74.8
09-08-2021,20:21:21,25.269492,82.983416,14,17,17,0.003,0.022,2.78,0.062,22.8,74.3
09-08-2021,20:21:24,25.269492,82.983416,14,17,17,0.002,0.021,2.76,0.061,22.8,74.6
09-08-2021,20:21:27,25.269807,82.983543,14,17,17,0.002,0.02,2.76,0.06,22.9,75.5
09-08-2021,20:21:30,25.269807,82.983543,13,16,16,0.002,0.019,2.77,0.059,22.9,76.4
09-08-2021,20:21:33,25.269807,82.983543,15,17,17,0.003,0.019,2.79,0.059,23,77
09-08-2021,20:21:37,25.270166,82.983708,13,16,16,0.002,0.023,2.81,0.059,22.9,76.6
09-08-2021,20:21:40,25.270166,82.983708,13,16,16,0.003,0.028,2.82,0.059,22.9,76.3
09-08-2021,20:21:43,25.270166,82.983708,14,17,17,0.003,0.03,2.82,0.06,23,77.4
09-08-2021,20:21:46,25.270166,82.983708,14,17,17,0.003,0.028,2.81,0.06,23,76.6
09-08-2021,20:21:49,25.270462,82.983861,13,16,16,0.003,0.026,2.8,0.061,23,76.6
09-08-2021,20:21:52,25.270462,82.983861,13,16,16,0.002,0.025,2.77,0.062,23,76.3
09-08-2021,20:21:55,25.270462,82.983861,13,16,16,0.003,0.024,2.75,0.062,23.1,76.4
