Data,Time,latitude,longitude,PM1,PM2.5,PM10,SO2,NO2,CO,O3,TEMP.,HUMI.
09-08-2021,19:37:44,25.258722,82.983085,4,4,4,0.002,0.015,0.62,0.057,22.1,62.5
09-08-2021,19:37:47,25.258722,82.983085,4,4,4,0.003,0.015,0.61,0.056,22.1,62.4
09-08-2021,19:37:49,25.258722,82.983085,13,15,15,0.014,0.017,0.66,0.056,22,62.4
09-08-2021,19:37:52,25.258722,82.983085,15,16,16,0.322,0.033,0.78,0.058,22.1,62.4
09-08-2021,19:37:56,25.258731,82.983072,22,23,23,0.677,0.064,0.81,0.062,22.1,62.4
09-08-2021,19:37:59,25.258731,82.983072,22,23,23,0.493,0.07,0.86,0.064,22.1,62.4
09-08-2021,19:38:02,25.258731,82.983072,21,22,22,0.073,0.056,0.86,0.065,22.2,62.8
09-08-2021,19:38:05,25.258795,82.982793,22,23,23,0.026,0.043,0.79,0.066,22.2,62.8
09-08-2021,19:38:08,25.258795,82.982793,11,12,12,0.003,0.031,0.68,0.064,22.2,63
09-08-2021,19:38:11,25.258795,82.982793,4,4,4,0.003,0.023,0.62,0.062,22.2,62.6
09-08-2021,19:38:13,25.258789,82.982805,4,4,4,0.003,0.021,0.6,0.059,22.2,62.4
09-08-2021,19:38:16,25.258789,82.982805,3,4,4,0.002,0.02,0.59,0.058,22.3,62.4
09-08-2021,19:38:19,25.258789,82.982805,6,7,7,0.003,0.02,0.62,0.058,22.3,62.4
09-08-2021,19:38:22,25.258789,82.982805,7,8,8,0.013,0.027,0.68,0.059,22.3,62.7
09-08-2021,19:38:25,25.258785,82.982805,10,11,11,0.035,0.04,0.69,0.06,22.4,62.8
09-08-2021,19:38:28,25.258785,82.982805,11,12,12,0.044,0.042,0.71,0.061,22.4,62.9
09-08-2021,19:38:31,25.258785,82.982805,12,13,13,0.027,0.037,0.7,0.061,22.3,63.4
09-08-2021,19:38:34,25.258731,82.982729,11,12,12,0.009,0.033,0.68,0.06,22.2,64.1
09-08-2021,19:38:37,25.258731,82.982729,9,10,10,0.002,0.025,0.62,0.06,22.4,65
09-08-2021,19:38:40,25.258731,82.982729,8,9,9,0.002,0.029,0.62,0.061,22.6,74.9
09-08-2021,19:38:43,25.258728,82.982653,7,9,9,0.003,0.057,0.6,0.07,23,84.7
09-08-2021,19:38:46,25.258728,82.982653,7,9,9,0.003,0.089,0.59,0.08,23,90.2
09-08-2021,19:38:49,25.258728,82.982653,11,13,13,0.014,0.127,0.64,0.094,23,87.8
09-08-2021,19:38:52,25.258728,82.982653,18,20,20,0.314,0.187,0.74,0.107,22.9,87
09-08-2021,19:38:55,25.25875,82.982615,18,20,20,0.609,0.21,0.74,0.113,22.9,81.6
09-08-2021,19:38:58,25.25875,82.982615,27,31,31,0.389,0.115,0.78,0.106,22.9,76.6
09-08-2021,19:39:01,25.25875,82.982615,26,29,29,0.272,0.039,0.85,0.09,22.9,72.2
09-08-2021,19:39:04,25.258738,82.982551,25,27,33,0.186,0.019,0.78,0.076,22.8,69.4
09-08-2021,19:39:07,25.258738,82.982551,20,24,24,0.02,0.009,0.68,0.061,22.8,67
09-08-2021,19:39:10,25.258738,82.982551,9,11,11,0.003,0.004,0.68,0.05,22.8,66.2
09-08-2021,19:39:14,25.258738,82.982551,9,11,11,0.003,0.004,0.68,0.047,22.8,65.6
09-08-2021,19:39:17,25.258731,82.9825,3,4,10,0.003,0.006,0.65,0.047,22.8,65
09-08-2021,19:39:20,25.258731,82.9825,4,5,5,0.003,0.006,0.62,0.049,22.8,65.1
09-08-2021,19:39:22,25.258731,82.9825,8,10,10,0.05,0.009,0.64,0.051,22.8,65.3
09-08-2021,19:39:26,25.258719,82.982538,8,10,10,0.05,0.021,0.7,0.054,22.6,65.9
09-08-2021,19:39:29,25.258719,82.982538,14,15,15,0.203,0.044,0.72,0.056,22.6,66.9
09-08-2021,19:39:32,25.258719,82.982538,14,15,15,0.263,0.053,0.73,0.058,22.7,69.1
09-08-2021,19:39:35,25.258715,82.982602,15,17,17,0.076,0.048,0.73,0.06,22.9,76.8
09-08-2021,19:39:38,25.258715,82.982602,16,17,17,0.033,0.044,0.7,0.063,23,82.4
09-08-2021,19:39:41,25.258715,82.982602,13,14,14,0.002,0.05,0.64,0.069,23.4,88.1
09-08-2021,19:39:44,25.258715,82.982602,11,13,13,0.003,0.071,0.6,0.077,23.4,91.1
09-08-2021,19:39:47,25.25875,82.982678,9,11,11,0.002,0.098,0.58,0.089,23.4,91.1
09-08-2021,19:39:50,25.25875,82.982678,13,15,15,0.002,0.111,0.57,0.1,23.5,91.7
09-08-2021,19:39:52,25.25875,82.982678,17,20,20,0.021,0.11,0.65,0.108,23.5,92.2
09-08-2021,19:39:55,25.258754,82.982704,18,20,20,0.397,0.136,0.73,0.113,23.5,91.9
09-08-2021,19:39:58,25.258754,82.982704,24,26,26,0.576,0.187,0.72,0.112,23.6,92.6
09-08-2021,19:40:01,25.258754,82.982704,29,31,31,0.255,0.161,0.74,0.108,23.6,93.5
09-08-2021,19:40:04,25.258754,82.982704,28,30,30,0.211,0.117,0.77,0.104,23.6,93.5
09-08-2021,19:40:07,25.258754,82.982691,24,26,26,0.124,0.107,0.69,0.102,23.7,93.7
09-08-2021,19:40:10,25.258754,82.982691,18,20,20,0.01,0.085,0.6,0.098,23.6,93.4
09-08-2021,19:40:13,25.258754,82.982691,13,15,15,0.003,0.072,0.61,0.095,23.7,92.7
09-08-2021,19:40:16,25.25876,82.982704,13,15,15,0.003,0.064,0.6,0.092,23.7,92.3
09-08-2021,19:40:19,25.25876,82.982704,10,12,12,0.003,0.061,0.58,0.09,23.7,92
09-08-2021,19:40:22,25.25876,82.982704,14,16,16,0.007,0.061,0.63,0.09,23.7,92.1
09-08-2021,19:40:25,25.258766,82.982729,17,19,19,0.126,0.076,0.72,0.09,23.7,92.7
09-08-2021,19:40:28,25.258766,82.982729,20,22,22,0.362,0.096,0.72,0.091,23.8,92.9
09-08-2021,19:40:31,25.258766,82.982729,23,26,26,0.317,0.098,0.75,0.092,23.8,93
09-08-2021,19:40:34,25.258766,82.982729,23,26,26,0.129,0.092,0.76,0.092,23.8,92.6
09-08-2021,19:40:37,25.258769,82.982755,23,26,26,0.055,0.086,0.7,0.092,23.8,92.9
09-08-2021,19:40:40,25.258769,82.982755,17,20,20,0.005,0.071,0.62,0.09,23.8,93.1
09-08-2021,19:40:43,25.258769,82.982755,12,14,14,0.002,0.059,0.61,0.088,23.9,93.1
09-08-2021,19:40:46,25.258773,82.982755,12,14,14,0.002,0.053,0.58,0.087,23.9,93.1
09-08-2021,19:40:49,25.258773,82.982755,9,11,11,0.002,0.049,0.57,0.085,24,93.4
09-08-2021,19:40:52,25.258773,82.982755,10,12,12,0.006,0.048,0.61,0.083,24,92.9
09-08-2021,19:40:55,25.258779,82.982755,13,15,15,0.037,0.061,0.68,0.084,24,92.9
09-08-2021,19:40:58,25.258779,82.982755,13,15,15,0.087,0.087,0.68,0.085,24,93
09-08-2021,19:41:01,25.258779,82.982755,17,19,19,0.063,0.085,0.69,0.086,24.1,93.1
09-08-2021,19:41:04,25.258779,82.982755,16,18,18,0.016,0.072,0.69,0.087,24.1,93.2
09-08-2021,19:41:07,25.258782,82.982755,17,19,19,0.006,0.063,0.65,0.086,24.1,93.3
09-08-2021,19:41:10,25.258782,82.982755,15,17,17,0.003,0.055,0.59,0.084,24.1,93
09-08-2021,19:41:13,25.258782,82.982755,9,11,11,0.002,0.05,0.59,0.082,24.2,92.5
09-08-2021,19:41:16,25.258792,82.982767,9,11,11,0.003,0.049,0.58,0.082,24.2,92.6
09-08-2021,19:41:19,25.258792,82.982767,9,11,11,0.003,0.047,0.58,0.081,24.2,92.3
09-08-2021,19:41:21,25.258792,82.982767,9,11,11,0.018,0.047,0.58,0.081,24.2,92.5
09-08-2021,19:41:24,25.258792,82.982767,17,19,19,0.018,0.052,0.66,0.081,24.2,92.3
09-08-2021,19:41:28,25.258811,82.982793,17,20,20,0.426,0.071,0.75,0.081,24.2,92.3
09-08-2021,19:41:31,25.258811,82.982793,22,24,24,0.669,0.107,0.75,0.082,24.3,92.4
09-08-2021,19:41:34,25.258811,82.982793,22,24,24,0.305,0.101,0.75,0.083,24.3,92.4
09-08-2021,19:41:37,25.258817,82.982793,21,24,24,0.051,0.085,0.74,0.084,24.3,92.1
09-08-2021,19:41:40,25.258817,82.982793,22,24,24,0.021,0.073,0.67,0.084,24.3,92.2
09-08-2021,19:41:43,25.258817,82.982793,10,12,12,0.003,0.06,0.58,0.083,24.3,92.1
09-08-2021,19:41:45,25.25882,82.982805,9,11,11,0.003,0.05,0.56,0.082,24.4,92.2
09-08-2021,19:41:48,25.25882,82.982805,9,11,11,0.002,0.046,0.56,0.081,24.4,92.2
09-08-2021,19:41:51,25.25882,82.982805,9,11,11,0.003,0.043,0.56,0.078,24.4,91.9
09-08-2021,19:41:53,25.25882,82.982805,13,15,15,0.007,0.042,0.61,0.077,24.4,91.9
09-08-2021,19:41:57,25.25883,82.982818,17,19,19,0.125,0.054,0.69,0.077,24.4,92.1
09-08-2021,19:42:00,25.25883,82.982818,21,27,27,0.608,0.083,0.75,0.077,24.4,92
09-08-2021,19:42:03,25.25883,82.982818,21,27,27,1.038,0.104,0.85,0.078,24.5,92.1
09-08-2021,19:42:06,25.258849,82.982844,22,27,27,0.82,0.111,0.83,0.08,24.5,92.1
09-08-2021,19:42:09,25.258849,82.982844,21,27,27,0.238,0.101,0.78,0.081,24.5,92.1
09-08-2021,19:42:12,25.258849,82.982844,14,20,20,0.008,0.07,0.68,0.081,24.5,92
09-08-2021,19:42:15,25.258858,82.982869,12,18,18,0.003,0.051,0.61,0.079,24.5,91.8
09-08-2021,19:42:18,25.258858,82.982869,8,10,10,0.003,0.045,0.56,0.078,24.6,91.6
09-08-2021,19:42:21,25.258858,82.982869,8,10,10,0.003,0.042,0.53,0.076,24.6,91.5
09-08-2021,19:42:24,25.258858,82.982869,19,22,22,0.047,0.045,0.63,0.075,24.6,91.4
09-08-2021,19:42:27,25.258827,82.982831,19,22,22,0.817,0.079,0.76,0.076,24.6,91.4
09-08-2021,19:42:30,25.258827,82.982831,23,26,26,1.15,0.135,0.77,0.078,24.6,91.4
09-08-2021,19:42:33,25.258827,82.982831,24,27,27,0.555,0.122,0.77,0.079,24.6,91.4
09-08-2021,19:42:35,25.258814,82.982805,24,27,27,0.08,0.089,0.76,0.081,24.6,91.4
09-08-2021,19:42:38,25.258814,82.982805,24,27,27,0.028,0.074,0.71,0.081,24.7,91.5
09-08-2021,19:42:41,25.258814,82.982805,13,15,15,0.003,0.058,0.59,0.08,24.7,91.3
09-08-2021,19:42:44,25.258814,82.982805,10,11,11,0.003,0.046,0.54,0.078,24.7,91.1
09-08-2021,19:42:48,25.258804,82.982805,9,11,11,0.003,0.043,0.56,0.076,24.7,91.1
09-08-2021,19:42:51,25.258804,82.982805,8,10,10,0.003,0.042,0.55,0.075,24.8,91.2
09-08-2021,19:42:54,25.258804,82.982805,13,15,15,0.003,0.044,0.61,0.075,24.8,91.1
09-08-2021,19:42:57,25.258798,82.982805,15,17,17,0.024,0.057,0.65,0.075,24.8,91
09-08-2021,19:43:00,25.258798,82.982805,20,21,21,0.05,0.072,0.66,0.076,24.8,91
09-08-2021,19:43:03,25.258798,82.982805,22,25,25,0.135,0.072,0.71,0.077,24.8,90.9
09-08-2021,19:43:06,25.258795,82.982818,23,25,25,0.204,0.079,0.72,0.077,24.9,90.9
09-08-2021,19:43:09,25.258795,82.982818,22,25,25,0.127,0.079,0.68,0.077,24.9,90.6
09-08-2021,19:43:12,25.258795,82.982818,18,20,20,0.004,0.059,0.63,0.076,24.9,90.6
09-08-2021,19:43:15,25.258795,82.982818,13,15,15,0.003,0.048,0.63,0.076,24.9,90.6
09-08-2021,19:43:18,25.258795,82.982818,11,13,13,0.002,0.043,0.62,0.076,24.9,90.6
09-08-2021,19:43:21,25.258795,82.982818,8,9,9,0.003,0.043,0.58,0.075,24.9,90.6
09-08-2021,19:43:25,25.258795,82.982818,7,9,9,0.003,0.041,0.55,0.074,24.9,90.5
09-08-2021,19:43:27,25.258795,82.982818,10,19,19,0.003,0.041,0.6,0.073,25,90.5
09-08-2021,19:43:30,25.258795,82.982818,10,23,23,0.381,0.056,0.8,0.073,25,90.4
09-08-2021,19:43:33,25.258795,82.982818,13,26,26,1.593,0.236,1.33,0.077,25,90.5
09-08-2021,01:13:36,25.258795,82.982818,16,29,29,2.085,0.465,1.37,0.082,25,90.5
09-08-2021,19:43:39,25.258795,82.982818,17,30,30,1.04,0.407,1.31,0.084,25,90.4
09-08-2021,19:43:42,25.258795,82.982818,16,29,29,0.241,0.198,1.25,0.086,25,90.3
09-08-2021,19:43:45,25.258795,82.982818,13,20,20,0.039,0.101,0.9,0.086,25,90.3
09-08-2021,19:43:48,25.258792,82.982818,13,16,16,0.003,0.066,0.55,0.083,25,90.4
09-08-2021,19:43:51,25.258792,82.982818,10,12,12,0.003,0.052,0.49,0.078,25,90.2
09-08-2021,19:43:54,25.258792,82.982818,12,13,13,0.003,0.045,0.52,0.075,25,90.2
09-08-2021,19:43:57,25.258792,82.982818,14,16,16,0.006,0.044,0.58,0.074,25,90.1
09-08-2021,19:44:00,25.258792,82.982818,14,17,17,0.049,0.059,0.65,0.074,25,90.1
09-08-2021,19:44:03,25.258792,82.982818,17,19,19,0.067,0.074,0.66,0.074,25.1,89.9
09-08-2021,19:44:06,25.258792,82.982818,17,20,20,0.044,0.07,0.67,0.074,25.1,89.9
09-08-2021,19:44:09,25.258789,82.982818,17,20,20,0.012,0.061,0.67,0.074,25,89.9
09-08-2021,19:44:12,25.258789,82.982818,17,20,20,0.003,0.053,0.65,0.074,25.1,89.8
09-08-2021,19:44:15,25.258789,82.982818,12,13,13,0.003,0.045,0.58,0.073,25.1,89.8
09-08-2021,19:44:18,25.258789,82.982831,10,12,12,0.003,0.04,0.57,0.073,25.2,89.8
09-08-2021,19:44:21,25.258789,82.982831,9,11,11,0.003,0.04,0.57,0.072,25.2,89.7
09-08-2021,19:44:24,25.258789,82.982831,8,10,10,0.003,0.04,0.57,0.072,25.2,89.7
09-08-2021,19:44:26,25.258789,82.982831,10,14,14,0.002,0.04,0.59,0.072,25.2,89.5
09-08-2021,19:44:30,25.258789,82.982831,15,24,24,0.287,0.059,0.75,0.072,25.2,89.5
09-08-2021,19:44:33,25.258789,82.982831,14,24,24,1.595,0.169,0.97,0.076,25.2,89.6
09-08-2021,19:44:36,25.258789,82.982831,20,29,29,1.786,0.295,0.94,0.078,25.2,89.5
09-08-2021,19:44:39,25.258785,82.982818,20,31,31,0.687,0.223,0.92,0.08,25.3,89.6
09-08-2021,19:44:42,25.258785,82.982818,20,31,31,0.11,0.114,0.86,0.08,25.3,89.6
09-08-2021,19:44:45,25.258785,82.982818,19,27,27,0.022,0.077,0.73,0.08,25.3,89.5
09-08-2021,19:44:48,25.258785,82.982818,14,17,17,0.002,0.056,0.56,0.079,25.3,89.3
09-08-2021,19:44:51,25.258785,82.982818,8,10,10,0.002,0.046,0.52,0.076,25.3,89.4
09-08-2021,19:44:54,25.258785,82.982818,8,10,10,0.003,0.042,0.54,0.074,25.3,89.4
09-08-2021,19:44:56,25.258785,82.982818,13,16,16,0.013,0.043,0.6,0.073,25.3,89.3
09-08-2021,19:45:00,25.258785,82.982818,15,18,18,0.394,0.065,0.73,0.073,25.3,89.2
09-08-2021,19:45:03,25.258785,82.982818,20,23,23,0.823,0.102,0.74,0.074,25.3,89.1
09-08-2021,19:45:06,25.258785,82.982818,22,25,25,0.597,0.107,0.76,0.075,25.4,89.1
09-08-2021,19:45:09,25.258789,82.982831,22,26,26,0.157,0.09,0.75,0.076,25.4,89
09-08-2021,19:45:12,25.258789,82.982831,23,26,26,0.033,0.072,0.71,0.077,25.4,88.9
09-08-2021,19:45:15,25.258789,82.982831,17,19,19,0.003,0.057,0.71,0.076,25.4,89
09-08-2021,19:45:17,25.258789,82.982818,12,13,13,0.003,0.045,0.61,0.075,25.4,89.1
09-08-2021,19:45:20,25.258789,82.982818,10,12,12,0.002,0.04,0.56,0.075,25.4,89
09-08-2021,19:45:23,25.258789,82.982818,8,10,10,0.002,0.04,0.55,0.074,25.4,88.9
09-08-2021,19:45:26,25.258789,82.982818,13,15,15,0.014,0.038,0.55,0.073,25.5,88.9
09-08-2021,19:45:29,25.258789,82.982818,17,19,19,0.014,0.041,0.62,0.072,25.5,88.8
09-08-2021,19:45:32,25.258789,82.982818,18,20,20,0.145,0.062,0.7,0.072,25.5,88.7
09-08-2021,19:45:35,25.258789,82.982818,26,28,28,0.289,0.089,0.7,0.073,25.5,88.6
09-08-2021,19:45:38,25.258792,82.982831,25,28,28,0.166,0.085,0.73,0.074,25.5,88.5
09-08-2021,19:45:41,25.258792,82.982831,26,28,28,0.081,0.08,0.74,0.075,25.5,88.5
09-08-2021,19:45:44,25.258792,82.982831,20,23,23,0.055,0.076,0.69,0.076,25.6,88.6
09-08-2021,19:45:47,25.258792,82.982831,13,15,15,0.007,0.06,0.6,0.076,25.6,88.5
09-08-2021,19:45:50,25.258792,82.982831,8,10,10,0.002,0.046,0.59,0.075,25.6,88.3
09-08-2021,19:45:53,25.258792,82.982831,8,10,10,0.003,0.041,0.58,0.074,25.6,88.3
09-08-2021,19:45:56,25.258792,82.982831,8,9,9,0.003,0.04,0.55,0.073,25.6,88.3
09-08-2021,19:45:59,25.258792,82.982831,17,18,18,0.013,0.041,0.6,0.073,25.6,88.3
09-08-2021,19:46:02,25.258792,82.982831,18,20,20,0.375,0.064,0.73,0.073,25.6,88.3
09-08-2021,19:46:05,25.258792,82.982831,22,24,24,0.77,0.102,0.75,0.075,25.6,88.3
09-08-2021,19:46:08,25.258792,82.982831,23,25,25,0.566,0.107,0.75,0.075,25.6,88.3
09-08-2021,19:46:11,25.258792,82.982831,24,26,26,0.066,0.086,0.75,0.076,25.6,88.1
09-08-2021,19:46:14,25.258792,82.982831,24,26,26,0.023,0.068,0.72,0.076,25.6,88
09-08-2021,19:46:17,25.258792,82.982831,15,17,17,0.003,0.053,0.6,0.075,25.7,88
09-08-2021,19:46:20,25.258798,82.982831,8,10,10,0.003,0.043,0.55,0.073,25.7,88
09-08-2021,19:46:23,25.258798,82.982831,8,10,10,0.002,0.04,0.55,0.072,25.7,88
09-08-2021,19:46:26,25.258798,82.982831,7,9,9,0.003,0.038,0.56,0.072,25.7,87.9
09-08-2021,19:46:29,25.258801,82.982831,10,12,12,0.017,0.041,0.63,0.072,25.7,87.9
09-08-2021,19:46:32,25.258801,82.982831,15,17,17,0.238,0.064,0.73,0.073,25.7,88
09-08-2021,19:46:35,25.258801,82.982831,18,20,20,0.478,0.096,0.73,0.074,25.7,88
09-08-2021,19:46:38,25.258801,82.982831,19,21,21,0.208,0.092,0.74,0.075,25.8,88
09-08-2021,19:46:41,25.258804,82.982831,19,21,21,0.045,0.075,0.73,0.076,25.8,87.9
09-08-2021,19:46:44,25.258804,82.982831,19,21,21,0.014,0.058,0.69,0.076,25.8,87.8
09-08-2021,19:46:47,25.258804,82.982831,17,19,19,0.003,0.047,0.58,0.075,25.8,87.8
09-08-2021,19:46:50,25.258808,82.982831,10,11,11,0.003,0.041,0.56,0.073,25.8,87.8
09-08-2021,19:46:53,25.258808,82.982831,10,11,11,0.002,0.039,0.56,0.072,25.8,87.7
09-08-2021,19:46:56,25.258808,82.982831,8,10,10,0.002,0.039,0.56,0.072,25.8,87.6
09-08-2021,19:46:58,25.258814,82.982831,10,12,12,0.015,0.042,0.61,0.072,25.9,87.5
09-08-2021,19:47:01,25.258814,82.982831,15,17,17,0.257,0.062,0.7,0.074,25.9,87.6
09-08-2021,19:47:04,25.258814,82.982831,15,17,17,0.411,0.088,0.69,0.075,25.9,87.6
09-08-2021,19:47:07,25.258814,82.982831,19,21,21,0.141,0.08,0.7,0.076,25.9,87.5
09-08-2021,19:47:10,25.258817,82.982831,19,21,21,0.025,0.065,0.69,0.075,25.9,87.5
09-08-2021,19:47:13,25.258817,82.982831,19,21,21,0.008,0.054,0.65,0.074,25.9,87.4
09-08-2021,19:47:16,25.258817,82.982831,12,14,14,0.002,0.045,0.65,0.073,25.9,87.4
09-08-2021,19:47:19,25.25882,82.982844,9,11,11,0.002,0.041,0.57,0.073,25.9,87.4
09-08-2021,19:47:22,25.25882,82.982844,8,10,10,0.002,0.039,0.56,0.073,25.9,87.3
09-08-2021,19:47:24,25.25882,82.982844,8,10,10,0.002,0.039,0.57,0.073,26,87.2
09-08-2021,19:47:27,25.25882,82.982831,9,11,11,0.002,0.039,0.57,0.073,26,87.1
09-08-2021,19:47:30,25.25882,82.982831,12,14,14,0.002,0.04,0.6,0.073,26,87
09-08-2021,19:47:35,25.25882,82.982831,15,17,17,0.014,0.052,0.65,0.074,26,87.1
09-08-2021,19:47:38,25.25882,82.982831,16,18,18,0.043,0.066,0.66,0.074,26,87.2
09-08-2021,19:47:41,25.258817,82.982844,15,17,17,0.051,0.066,0.67,0.074,26,87.2
09-08-2021,19:47:44,25.258817,82.982844,16,18,18,0.033,0.061,0.67,0.074,26,87.1
09-08-2021,19:47:47,25.258817,82.982844,15,17,17,0.013,0.054,0.65,0.073,26,87
09-08-2021,19:47:50,25.25882,82.982844,12,13,13,0.002,0.045,0.61,0.072,26,87
09-08-2021,19:47:53,25.25882,82.982844,10,11,11,0.002,0.04,0.58,0.072,26,87
09-08-2021,19:47:56,25.25882,82.982844,8,9,9,0.002,0.037,0.57,0.072,26,87
09-08-2021,19:47:59,25.25882,82.982844,11,12,12,0.002,0.037,0.56,0.072,26,87
09-08-2021,19:48:02,25.258824,82.982844,15,17,17,0.003,0.04,0.61,0.072,26,87
09-08-2021,19:48:05,25.258824,82.982844,17,19,19,0.035,0.055,0.66,0.072,26.1,87
09-08-2021,19:48:08,25.258824,82.982844,18,20,20,0.063,0.074,0.68,0.072,26.1,86.9
09-08-2021,19:48:11,25.258827,82.982856,24,27,27,0.034,0.074,0.67,0.073,26.1,86.9
09-08-2021,19:48:14,25.258827,82.982856,25,28,28,0.054,0.065,0.71,0.074,26.1,86.9
09-08-2021,19:48:17,25.258827,82.982856,23,26,26,0.122,0.073,0.73,0.075,26.1,86.9
09-08-2021,19:48:20,25.258833,82.982882,19,22,22,0.057,0.082,0.67,0.076,26.1,86.9
09-08-2021,19:48:23,25.258833,82.982882,12,15,15,0.007,0.07,0.63,0.075,26.1,86.9
09-08-2021,19:48:26,25.258833,82.982882,12,15,15,0.003,0.052,0.63,0.075,26.1,86.9
09-08-2021,19:48:29,25.258833,82.982882,10,13,13,0.002,0.042,0.6,0.074,26.1,86.9
09-08-2021,19:48:32,25.258846,82.982894,12,13,13,0.003,0.038,0.57,0.072,26.1,86.9
09-08-2021,19:48:35,25.258846,82.982894,11,13,13,0.009,0.045,0.61,0.072,26.2,86.7
09-08-2021,19:48:38,25.258846,82.982894,14,16,16,0.029,0.06,0.64,0.072,26.2,86.7
09-08-2021,19:48:40,25.258855,82.982907,17,19,19,0.051,0.065,0.66,0.072,26.2,86.8
09-08-2021,19:48:43,25.258855,82.982907,17,19,19,0.041,0.062,0.67,0.072,26.2,86.7
09-08-2021,19:48:46,25.258855,82.982907,17,19,19,0.023,0.058,0.65,0.073,26.2,86.7
09-08-2021,19:48:49,25.258858,82.98292,17,19,19,0.003,0.048,0.6,0.072,26.2,86.6
09-08-2021,19:48:52,25.258858,82.98292,12,13,13,0.002,0.04,0.59,0.071,26.2,86.6
09-08-2021,19:48:55,25.258858,82.98292,12,13,13,0.003,0.036,0.58,0.071,26.2,86.5
09-08-2021,19:48:58,25.258858,82.98292,8,10,10,0.003,0.036,0.56,0.071,26.2,86.5
09-08-2021,19:49:01,25.258858,82.982907,8,10,10,0.003,0.037,0.61,0.071,26.2,86.4
09-08-2021,19:49:04,25.258858,82.982907,13,15,15,0.044,0.05,0.67,0.071,26.2,86.3
09-08-2021,19:49:07,25.258858,82.982907,13,15,15,0.119,0.076,0.68,0.072,26.2,86.3
09-08-2021,19:49:10,25.258862,82.982907,20,23,23,0.246,0.078,0.71,0.073,26.2,86.3
09-08-2021,19:49:13,25.258862,82.982907,20,23,23,0.093,0.076,0.72,0.074,26.3,86.3
09-08-2021,19:49:16,25.258862,82.982907,21,24,24,0.035,0.068,0.69,0.074,26.3,86.3
09-08-2021,19:49:19,25.258862,82.982907,20,22,22,0.002,0.053,0.69,0.073,26.3,86.2
09-08-2021,19:49:22,25.258865,82.982907,8,10,10,0.002,0.041,0.63,0.073,26.3,86.2
09-08-2021,19:49:25,25.258865,82.982907,8,10,10,0.003,0.037,0.6,0.072,26.3,86.2
09-08-2021,19:49:28,25.258865,82.982907,8,10,10,0.002,0.037,0.57,0.071,26.3,86.2
09-08-2021,19:49:31,25.258865,82.982907,7,10,10,0.002,0.035,0.55,0.071,26.3,86.1
09-08-2021,19:49:34,25.258865,82.982907,15,17,17,0.065,0.04,0.63,0.071,26.3,86.1
09-08-2021,19:49:37,25.258865,82.982907,15,17,17,0.436,0.074,0.72,0.071,26.3,86.1
09-08-2021,19:49:40,25.258868,82.982894,17,19,19,0.548,0.101,0.72,0.073,26.3,86.1
09-08-2021,19:49:43,25.258868,82.982894,17,19,19,0.124,0.09,0.71,0.074,26.3,86.1
09-08-2021,19:49:46,25.258868,82.982894,17,19,19,0.019,0.068,0.71,0.075,26.4,86
09-08-2021,19:49:49,25.258868,82.982894,17,20,20,0.005,0.056,0.65,0.075,26.4,85.9
09-08-2021,19:49:52,25.258874,82.982894,10,12,12,0.003,0.046,0.57,0.074,26.4,85.8
09-08-2021,19:49:55,25.258874,82.982894,8,11,11,0.002,0.04,0.55,0.073,26.4,85.8
09-08-2021,19:49:58,25.258874,82.982894,8,10,10,0.002,0.037,0.57,0.072,26.5,85.7
09-08-2021,19:50:01,25.258871,82.982894,8,10,10,0.003,0.036,0.57,0.072,26.5,85.5
09-08-2021,19:50:04,25.258871,82.982894,15,17,17,0.016,0.037,0.62,0.072,26.5,85.5
09-08-2021,19:50:07,25.258871,82.982894,20,22,22,0.222,0.054,0.72,0.073,26.5,85.5
09-08-2021,19:50:10,25.258871,82.982894,19,22,22,0.632,0.089,0.76,0.074,26.5,85.4
09-08-2021,19:50:13,25.258874,82.982894,25,27,27,0.359,0.104,0.74,0.075,26.5,85.4
09-08-2021,19:50:16,25.258874,82.982894,26,29,29,0.135,0.09,0.76,0.076,26.5,85.4
09-08-2021,19:50:19,25.258874,82.982894,26,29,29,0.065,0.078,0.73,0.076,26.5,85.6
09-08-2021,19:50:21,25.258868,82.982894,17,20,20,0.03,0.066,0.64,0.075,26.5,85.5
09-08-2021,19:50:24,25.258868,82.982894,13,16,16,0.002,0.051,0.57,0.073,26.5,85.4
09-08-2021,19:50:27,25.258868,82.982894,8,11,11,0.003,0.041,0.57,0.072,26.5,85.4
09-08-2021,19:50:30,25.258868,82.982882,8,10,16,0.002,0.037,0.56,0.071,26.5,85.5
09-08-2021,19:50:33,25.258868,82.982882,8,10,10,0.002,0.035,0.56,0.07,26.5,85.5
09-08-2021,19:50:36,25.258868,82.982882,8,10,10,0.002,0.035,0.57,0.07,26.5,85.5
09-08-2021,19:50:39,25.258868,82.982882,8,10,10,0.003,0.035,0.58,0.07,26.5,85.5
09-08-2021,19:50:42,25.258871,82.982869,8,11,11,0.003,0.036,0.6,0.07,26.5,85.5
09-08-2021,19:50:45,25.258871,82.982869,16,19,19,0.025,0.048,0.67,0.07,26.5,85.3
09-08-2021,19:50:48,25.258871,82.982869,16,19,19,0.082,0.068,0.68,0.071,26.5,85.3
09-08-2021,19:50:51,25.258868,82.982869,22,25,25,0.118,0.075,0.69,0.072,26.6,85.3
